ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA
820403,48,48,2562,REGALOS SIGLO XXI,2157,382,CAFE,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,0,
820399,48,48,2562,REGALOS SIGLO XXI,2848,825,ROJO,98,4,HOME,15,COMEDOR Y COCINA,6,ACCESORIO/DECORACION PARA COCINA,15,COCINA,0,
820408,48,48,2562,REGALOS SIGLO XXI,5493,4009,TRANSPARENTE,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,0,
820336,21,28,4531,TOP MODA,8642,11427,MARINO/LADY,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,190,KIT URBANO CERRADO PLAT (190)
184268,22,27,870,FLEXI,7409,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,0,
184997,1,7,4516,MA SOURCING,PCAL,5361,GRIS/MARINO,IF,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,368,MODA (368)
185815,22,27,5578,ADORGLOBAL,015A,810,PLATA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,257,PLATAFORMA (257)
185816,22,27,5578,ADORGLOBAL,015B,839,ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,257,PLATAFORMA (257)
185818,22,27,5578,ADORGLOBAL,617A,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
185819,22,27,5578,ADORGLOBAL,617A,10085,ORO ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
179208,22,27,3242,SENTIDOS,E21S,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,255,SAND PLAT MEDIO BOTIN (255)
185090,22,27,5457,SIKI SHOES,1510,11339,COGÑAC/BLANCO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,221,SAND KIT PLAT (221)
185091,22,27,5457,SIKI SHOES,1513,8293,NEGRO/NUDE,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,221,SAND KIT PLAT (221)
185094,22,27,5349,PRETTY SHOES,98A2,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814,SAND SUELA CORR PREMOLDEADA (1814)
185096,22,27,5349,PRETTY SHOES,73A3,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,1814,SAND SUELA CORR PREMOLDEADA (1814)
185186,1,7,4934,SHAOXING NEWTEX,V467,4010,STONE,IF,2,ROPA,3,CABALLERO,53,CAMISA,64,ROPA CASUAL,127,MEZCLILLA (127)
185189,1,7,4516,MA SOURCING,G0D5,796,OLIVO,IF,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,385,PROMO (385)
185190,1,7,4516,MA SOURCING,G0D5,1131,MOSTAZA,IF,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,385,PROMO (385)
185191,1,7,4516,MA SOURCING,G0D5,825,ROJO,IF,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,385,PROMO (385)
185192,1,7,4516,MA SOURCING,G0D5,19,AZUL,IF,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,385,PROMO (385)
185193,1,7,4934,SHAOXING NEWTEX,K572,3005,ROJO/MARINO,IF,2,ROPA,3,CABALLERO,53,CAMISA,64,ROPA CASUAL,362,MANGA LARGA ESTAMPADO (362)
185820,22,27,5578,ADORGLOBAL,623A,535,LILA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
185821,22,27,5578,ADORGLOBAL,623A,924,VINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
185833,22,27,5578,ADORGLOBAL,101A,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
185835,22,27,5578,ADORGLOBAL,502A,5017,BLANCO/ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1790,CUÑA FASHION (1790)
820479,8,25,1363,TROPICANA N,8007,3067,PETALO,YD,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,,
180241,17,22,616,ADIDAS,0073,4970,NEGRO,SE,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
186091,22,27,208,LADY PAULINA,0001,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,603,ZAP MED INT C/TACON ALTO (603)
820417,8,25,1397,COLOSO,6527,19,AZUL,YE,1,CALZADO,9,NIÑO,244,SANDALIA,12,CASUAL,,
820419,8,25,5132,HR,C706,500,FIUSHA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,54,PLAYA/BAÑO,,
820422,48,48,5580,FRANSLUX,7752,839,ROSA,98,5,CUIDADO PERSONAL,14,BELLEZA,39,BODY,53,PERFUMERIA,755,AGUA DE PERFUME (755)
820425,21,28,70,CRIVELLI,9889,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,533,CHOCLO AGUJETA TACON (533)
184517,1,7,4934,SHAOXING NEWTEX,8161,3499,ROJO FLORES,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,358,CUELLO V MANGA CORTA ABIERTA (358)
184525,1,7,4934,SHAOXING NEWTEX,8167,2209,BLANCO/ROJO,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,358,CUELLO V MANGA CORTA ABIERTA (358)
184530,1,7,4934,SHAOXING NEWTEX,8167,5043,NEGRO CORAZONES,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,358,CUELLO V MANGA CORTA ABIERTA (358)
184577,1,7,4934,SHAOXING NEWTEX,B299,6777,BLANCO FLORES,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,402,SHOULDEROFF MANG CORTA CERRADA (402)
184581,1,7,4934,SHAOXING NEWTEX,KT02,5078,AZUL/BLANCO,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,402,SHOULDEROFF MANG CORTA CERRADA (402)
184448,1,15,5142,QINGDAO BAOSD,S946,2853,ROSA BABY,IG,2,ROPA,8,NIÑA,266,SUDADERA,64,ROPA CASUAL,108,APLICACIONES (108)
185342,43,43.5,5454,SHANGHAI EASTERN,CKM5,1987,MULTICOLOR,92,2,ROPA,5,DAMA,48,CALCETAS,70,ROPA INTERIOR,967,TINES (967)
185344,43,43.5,5454,SHANGHAI EASTERN,CKM6,1987,MULTICOLOR,92,2,ROPA,5,DAMA,48,CALCETAS,70,ROPA INTERIOR,967,TINES (967)
185345,43,43.5,5454,SHANGHAI EASTERN,KM10,1987,MULTICOLOR,92,2,ROPA,5,DAMA,48,CALCETAS,70,ROPA INTERIOR,967,TINES (967)
184780,22,27,4867,INSPIRACION,873,2876,NEGRO/ROSA,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,714,KIT BOTA TEXANO (714)
185845,48,48,2227,SKYTEX,5112,2179,BLANCO,98,4,HOME,17,DORMITORIO Y BAÑO,13,ALMOHADA/COJIN,25,DORMITORIO,0,
185846,43,43.5,2227,SKYTEX,5129,2179,BLANCO,92,4,HOME,17,DORMITORIO Y BAÑO,13,ALMOHADA/COJIN,25,DORMITORIO,0,
185847,48,48,2227,SKYTEX,4870,4100,VARIOS,98,4,HOME,17,DORMITORIO Y BAÑO,13,ALMOHADA/COJIN,25,DORMITORIO,0,
820418,8,25,4061,ROCK SHOP 1,5241,2876,NEGRO/ROSA,YD,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,,
820414,8,25,22,BAMBINO,3347,8825,ORO ROSADO,YD,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,,
820641,21,28,1657,LADY MAC,3719,2534,MARINO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,2004,SAND SUELA CORR BAJO PULSERA (2004)
820647,21,28,1657,LADY MAC,7105,7244,MAQUILLAJE,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,90,SAND TACON MEDIO ANCHO TRABA T (90)
826004,24,32,4270,PBF,9804,376,BRONCE,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1720,HEAVY LOOK INDUSTRIAL (1720)
181824,22,27,4127,VALERIA STAR,101,10092,CAMEL/MARINO,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,0,
828042,24,32,4791,CALZADO PAZSTOR,2108,375,BRANDY,U3,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709,CONFORT BN CHUKKA (1709)
828045,20,27,4820,NEGRO TOTAL,323,4970,NEGRO,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,12,CASUAL,1707,CASUAL SPORT CHOCLO AGUJETA (1707)
185377,1,7,4516,MA SOURCING,G005,2534,MARINO,IF,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,368,MODA (368)
826023,21,28,3276,H&S,0304,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1776,BN/BC PLAT C/TACON ALTO ANCHO (1776)
826183,1,7,616,ADIDAS,1233,6340,AZUL REY/MARINO,Y6,2,ROPA,9,NIÑO,77,CONJUNTO/TRAJE,68,ROPA DEPORTIVA,,
826713,24,32,932,CHRISTIAN GALLERY,2105,861,TABACO,U3,1,CALZADO,3,CABALLERO,42,BOTA,83,VESTIR,1758,VESTIR CAS BN CHELSEA (1758)
182353,22,27,1796,JENNY,988,600,MOKA,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665,BN/BC PISO (1665)
182355,22,27,1796,JENNY,969,2534,MARINO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665,BN/BC PISO (1665)
826018,8,25,4072,B-ZAAZ,400,5139,MARINO/NEGRO,YE,1,CALZADO,9,NIÑO,66,CHOCLO,12,CASUAL,,
826528,8,25,432,NEWK,T251,382,CAFE,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,0,
825676,0.5,3.5,4725,AGLORY LIMITED,TB8M,2534,MARINO,XB,2,ROPA,3,CABALLERO,216,PLAYERA,64,ROPA CASUAL,382,POLO (382)
825846,8,25,7585,AS ACUR-ST,700,2179,BLANCO,YD,1,CALZADO,8,NIÑA,66,CHOCLO,78,TENIS CASUAL URBANO,,
826661,24,32,5595,KUMA,5007,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
826704,24,32,4034,ARMY´S,822,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1712,CONFORT CHOCLO LATIGO (1712)
826700,24,32,4034,ARMY´S,8110,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709,CONFORT BN CHUKKA (1709)
826698,24,32,4034,ARMY´S,4020,571,MIEL,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1701,CASUAL CHOCLO AGUJETA (1701)
826701,24,32,4034,ARMY´S,8124,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710,CONFORT CHOCLO AGUJETA (1710)
825808,21,28,7557,RIO AVENTURA,8015,1115,TURQUEZA,U5,1,CALZADO,5,DAMA,244,SANDALIA,54,PLAYA/BAÑO,226,SAND PLAYA BAÑO PATA DE GALLO (226)
825956,1,8,4934,SHAOXING NEWTEX,4035,4970,NEGRO,XF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,341,CUE CAMISERO MANG LAR ABIERTA (341)
826720,24,32,932,CHRISTIAN GALLERY,2100,861,TABACO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
826718,24,32,932,CHRISTIAN GALLERY,1653,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
826719,24,32,932,CHRISTIAN GALLERY,1654,861,TABACO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1701,CASUAL CHOCLO AGUJETA (1701)
826726,24,32,932,CHRISTIAN GALLERY,615,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,83,VESTIR,1756,VESTIR CAS BN AGUJETA (1756)
826728,20,27,932,CHRISTIAN GALLERY,1453,876,TAN,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,83,VESTIR,1701,CASUAL CHOCLO AGUJETA (1701)
826729,20,27,932,CHRISTIAN GALLERY,1453,4970,NEGRO,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,83,VESTIR,1701,CASUAL CHOCLO AGUJETA (1701)
826723,24,32,932,CHRISTIAN GALLERY,1301,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
826730,24,32,932,CHRISTIAN GALLERY,1804,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1701,CASUAL CHOCLO AGUJETA (1701)
826722,24,32,932,CHRISTIAN GALLERY,1451,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
825866,24,32,4563,XIAMEN C&D,092M,2639,NEGRO/NARANJA,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,,
826595,24,32,7586,INDUSTRIAL MARSHALL,6003,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1701,CASUAL CHOCLO AGUJETA (1701)
826475,24,32,1320,HARD TRIPLES,0109,501,GRIS,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
826476,24,32,1320,HARD TRIPLES,0111,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739,TRAB INDU BN AGUJETA SEGUR (1739)
826753,24,32,3184,MODEROF,5803,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719,HEAVY BN CHUKKA (1719)
826755,24,32,3184,MODEROF,0206,924,VINO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
826046,24,32,1314,VERTICAL,1411,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1706,CASUAL SPORT BN CHUKKA (1706)
826288,20,27,293,PUMA,0101,4970,NEGRO,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,78,TENIS CASUAL URBANO,,
826292,20,27,293,PUMA,3105,1224,CREMA,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,78,TENIS CASUAL URBANO,,
826294,20,27,293,PUMA,2503,2179,BLANCO,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,78,TENIS CASUAL URBANO,,
825937,8,25,3144,YU YIN,9530,6175,VERDE/NEGRO,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,
826687,21,28,4725,AGLORY LIMITED,PA06,839,ROSA,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,73,PANTUFLA SUECO (73)
826682,21,28,4725,AGLORY LIMITED,PA01,501,GRIS,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,69,PANTUFLA CERRADA (69)
826689,21,28,4725,AGLORY LIMITED,PA08,839,ROSA,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,73,PANTUFLA SUECO (73)
826685,21,28,4725,AGLORY LIMITED,PA04,366,BEIGE,U5,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,69,PANTUFLA CERRADA (69)
826220,24,32,1237,VERDE TABACO,2972,600,MOKA,U3,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1721,HIKER BN AGUJETA (1721)
826231,24,32,930,BRUNO FALCONI,2706,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1701,CASUAL CHOCLO AGUJETA (1701)
826542,48,48,5572,DR. FASHION,FACE,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,87,CREMA,32,HIGIENE PERSONAL,,
826549,48,48,5572,DR. FASHION,ANED,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,262,SHAMPOO,32,HIGIENE PERSONAL,,
826546,48,48,5572,DR. FASHION,AMBC,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,87,CREMA,32,HIGIENE PERSONAL,,
826540,48,48,5572,DR. FASHION,FAVA,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,87,CREMA,32,HIGIENE PERSONAL,,
826541,48,48,5572,DR. FASHION,FARE,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,87,CREMA,32,HIGIENE PERSONAL,,
826544,48,48,5572,DR. FASHION,AMAG,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,87,CREMA,32,HIGIENE PERSONAL,,
826545,48,48,5572,DR. FASHION,AMML,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,87,CREMA,32,HIGIENE PERSONAL,,
826550,48,48,5572,DR. FASHION,ACLA,5368,UNICO,98,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,262,SHAMPOO,32,HIGIENE PERSONAL,,
826846,1,23,4096,SEVEN ELEVEN,8599,4970,NEGRO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
825804,8,25,1581,MELFI KIDS,1506,4970,NEGRO,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,
825816,8,25,7623,HEBOX,400,2179,BLANCO,YE,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,0,
825803,22,27,1042,MILAGROS,0178,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,707,CHOCLO PLATAFORMA CORRIDA (707)
825755,22,27,1042,MILAGROS,0997,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,707,CHOCLO PLATAFORMA CORRIDA (707)
825811,48,48,5505,QUANZHOU FUDALI,QF12,2534,MARINO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,25,BACKPACK,48,MOCHILA/MORRAL/MALETA,,
825810,48,48,5505,QUANZHOU FUDALI,QF11,839,ROSA,98,7,JOYERIA Y ACCESORIOS,5,DAMA,25,BACKPACK,48,MOCHILA/MORRAL/MALETA,,
825802,22,27,1042,MILAGROS,0178,839,ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,707,CHOCLO PLATAFORMA CORRIDA (707)
826385,48,48,293,PUMA,6907,19,AZUL,98,7,JOYERIA Y ACCESORIOS,12,UNISEX,125,GORRA,1,ACCESORIO,,
826391,1,9,293,PUMA,1904,2021,AMARILLO,UO,6,JUGUETES,21,JUEGOS AL AIRE,303,BALON/PELOTA,96,DEPORTES,,
826402,1,8,293,PUMA,7002,2179,BLANCO,XF,2,ROPA,5,DAMA,216,PLAYERA,68,ROPA DEPORTIVA,,
179027,48,48,4874,CHINA RUIQI,BEAR,382,CAFE,98,7,JOYERIA Y ACCESORIOS,8,NIÑA,40,BOLSA,1,ACCESORIO,852,CROSS BODY (852)
179030,48,48,4874,CHINA RUIQI,CAT5,839,ROSA,98,7,JOYERIA Y ACCESORIOS,5,DAMA,25,BACKPACK,48,MOCHILA/MORRAL/MALETA,890,MINI BACK PACK (890)
179047,48,48,5112,K&M,1161,2186,BLANCO/NEGRO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,126,GORRO/BOINA,3,ACCESORIO INVERNAL,877,GORRO ANIMALITOS (877)
826864,1,23,4096,SEVEN ELEVEN,4142,4022,STONE MEDIO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
826873,1,23,4096,SEVEN ELEVEN,8615,4970,NEGRO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
825783,48,48,630,NIKE,2323,3983,CAMUFLAJE,98,7,JOYERIA Y ACCESORIOS,3,CABALLERO,125,GORRA,1,ACCESORIO,,
825767,24,32,630,NIKE,9003,5027,NEGRO/BLANCO,U3,1,CALZADO,3,CABALLERO,51,CAMINAR,79,TENIS DEPORTIVO,,
177030,1,10,4978,SUMEC,DRE2,2534,MARINO,IV,2,ROPA,8,NIÑA,65,CHAMARRA,63,ROPA ABRIGADORA,132,NYLON MEDIO (132)
179057,48,48,5112,K&M,9010,501,GRIS,98,2,ROPA,8,NIÑA,45,BUFANDA,1,ACCESORIO,919,BUFANDA (919)
826236,1,8,5447,STRONGTEX,R212,501,GRIS,XF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,356,CUE REDONDO MANG LARGA CERRADA (356)
826244,1,8,5447,STRONGTEX,R214,1987,MULTICOLOR,XF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,728,CUELLO V MANGA LARGA ABIERTA (728)
826345,24,32,293,PUMA,2208,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,,
826349,21,28,293,PUMA,3802,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
826359,24,32,293,PUMA,7303,2179,BLANCO,U3,1,CALZADO,3,CABALLERO,42,BOTA,78,TENIS CASUAL URBANO,,
825893,8,25,4133,ENSUEÑO,2924,4970,NEGRO,YD,1,CALZADO,8,NIÑA,66,CHOCLO,12,CASUAL,,
826323,8,25,4951,NEVADA,5101,2534,MARINO,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,
826330,8,25,4951,NEVADA,886,571,MIEL,YE,1,CALZADO,9,NIÑO,42,BOTA,12,CASUAL,,
826303,24,32,230,MARCO DELLI,7764,571,MIEL,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1718,HEAVY BN CHELSEA (1718)
826316,8,25,4951,NEVADA,5100,501,GRIS,YE,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,
826445,48,48,252,MOSQUITOS,TERA,366,BEIGE,98,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,,
826448,8,25,1399,BODDY,2201,457,CHOCOLATE,YE,1,CALZADO,9,NIÑO,66,CHOCLO,12,CASUAL,,
825813,48,48,7626,YOLANDA,CHUR,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,450,GOMITAS,116,GRANEL,,
825814,48,48,7626,YOLANDA,DONA,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,450,GOMITAS,116,GRANEL,,
825815,48,48,7626,YOLANDA,BOLA,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,450,GOMITAS,116,GRANEL,,
825920,21,28,4601,JP ORIGINAL,CK09,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1774,BC PLAT C/TACON MEDIO ANCHO (1774)
825925,21,28,4601,JP ORIGINAL,CK05,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1774,BC PLAT C/TACON MEDIO ANCHO (1774)
825921,21,28,4601,JP ORIGINAL,CK09,501,GRIS,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1774,BC PLAT C/TACON MEDIO ANCHO (1774)
825924,21,28,4601,JP ORIGINAL,OY04,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1672,MILITAR TACON ALTO (1672)
825929,21,28,4601,JP ORIGINAL,NG05,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1682,BXL TACON ALTO (1682)
825927,21,28,4601,JP ORIGINAL,NG07,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1661,BC TACON ALTO (1661)
825930,21,28,4601,JP ORIGINAL,NG06,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1666,BN TACON ALTO (1666)
825928,21,28,4601,JP ORIGINAL,NG07,924,VINO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1661,BC TACON ALTO (1661)
825922,21,28,4601,JP ORIGINAL,CK09,5226,COGNAC,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1774,BC PLAT C/TACON MEDIO ANCHO (1774)
825926,21,28,4601,JP ORIGINAL,CK05,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1774,BC PLAT C/TACON MEDIO ANCHO (1774)
825931,21,28,4601,JP ORIGINAL,NG06,3855,NUDE,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1666,BN TACON ALTO (1666)
826734,1,23,4096,SEVEN ELEVEN,8585,4013,INDIGO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
826741,1,23,4096,SEVEN ELEVEN,5424,4970,NEGRO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
826738,1,23,4096,SEVEN ELEVEN,8757,4970,NEGRO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
825914,21,28,5347,SINGULAR,2912,10102,SERPIENTE,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1680,TEXANO TACON ALTO (1680)
825918,21,28,4556,LEGEND,NA03,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,480,BXL PLAT C/TACON ALTO ANCHO (480)
825916,21,28,4556,LEGEND,NA03,382,CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,480,BXL PLAT C/TACON ALTO ANCHO (480)
825917,21,28,4556,LEGEND,GE03,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1667,BN/BC TACON BAJO (1667)
825824,21,28,870,FLEXI,2001,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,,
825825,21,28,870,FLEXI,2003,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,,
825829,21,28,870,FLEXI,1402,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
825828,21,28,870,FLEXI,1902,1997,AZUL MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,,
825830,21,28,870,FLEXI,9112,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
825837,21,28,870,FLEXI,5713,7244,MAQUILLAJE,U5,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,531,CHOCLO AGUJETA (531)
