ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA,Total
170188,25.0,32.0,417,VIENTOS DE AFRICA,2610,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739.0,TRAB INDU BN AGUJETA SEGUR (1739),3389.0
169297,22.0,27.0,1714,EESCORD,615,523,HUESO,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1667.0,BN/BC TACON BAJO (1667),1448.0
169945,22.0,27.0,842,SARAH SERGEI,5501,2135,MUSGO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),6336.0
169048,30.5,32.0,364,VAZ-TAP,2870,924,VINO,BM,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),2900.0
169048,25.0,30.0,364,VAZ-TAP,2870,924,VINO,Y1,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),2900.0
169494,18.0,23.0,1799,GARABATOS,5185,10743,NEGRO/TRIGO,HX,1,CALZADO,8,NIÑA,42,BOTA,33,HIKER,0.0,,2767.0
169497,12.0,16.0,3213,CLARISA,5011,8330,MARINO/VINO,H9,1,CALZADO,8,NIÑA,42,BOTA,128,UGG,0.0,,3297.0
169500,18.0,23.0,636,TENTACION,517,529,LADRILLO,HX,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,0.0,,1912.0
169778,25.0,32.0,5218,WHITE PLAN,722,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),4019.0
174118,22.0,27.0,4985,BANU,3013,2534,MARINO,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1837.0,SAND CONFORT PISO TRABA T (1837),3383.0
169779,25.0,32.0,5218,WHITE PLAN,722,876,TAN,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),3991.0
169789,18.0,24.0,4951,NEVADA,865,1312,AVELLANA,K7,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,2641.0
154099,22.0,27.0,277,PADUS,4019,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,1900.0,VESTIR CUÑA (1900),5502.0
146637,25.0,32.0,2836,CREAM SODA,53HP,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719.0,HEAVY BN CHUKKA (1719),1447.0
146640,25.0,32.0,4791,CALZADO PAZSTOR,102,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),4700.0
146643,25.0,32.0,4791,CALZADO PAZSTOR,4002,886,TINTO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2098.0
163985,22.0,27.0,1017,MOC-MEN,908,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,721.0,SAND CUÑA MEDIO BOTIN (721),5104.0
163839,18.0,21.5,1491,VAVITO,1868,9604,KANSAS/MIEL,RP,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,3668.0
163839,15.0,17.5,1491,VAVITO,1868,9604,KANSAS/MIEL,RM,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,0.0,,3668.0
166771,22.0,27.0,1258,ADIORA,1220,501,GRIS,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564.0,TENIS URBANO AGUJETA (564),2179.0
164013,22.0,27.0,363,VATULELE,32,10530,LADRILLO/NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,253.0,SAND KIT PISO TRABA T (253),9893.0
164015,22.0,27.0,1363,TROPICANA N,2621,10362,NEGRO/RIOJA,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),5442.0
164216,25.0,32.0,1714,EESCORD,103,1997,AZUL MARINO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),1388.0
142756,22.0,27.0,4796,SUNTEN,501,2179,BLANCO,SI,1,CALZADO,5,DAMA,523,SUECO,12,CASUAL,538.0,SERVICIO PHYLON (538),5203.0
164103,22.0,27.0,870,FLEXI,8206,839,ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,747.0,FLEXI MODA (747),4400.0
164104,22.0,27.0,870,FLEXI,8305,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,749.0,FLEXI URBANO (749),5358.0
157855,25.0,32.0,1689,MABI,400,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1754.0,VAQUERA BOTA RODEO GRABADA (1754),1460.0
164279,25.0,32.0,5375,SANDAREY,ERAS,1997,AZUL MARINO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1730.0,SAND PLAYA BAÑO HORCAPOLLO (1730),7312.0
164280,25.0,32.0,5375,SANDAREY,UGAS,1997,AZUL MARINO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1730.0,SAND PLAYA BAÑO HORCAPOLLO (1730),7420.0
164343,22.0,27.0,4571,BONITA,F702,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,132,MOTO,1662.0,BC TACON BAJO (1662),2433.0
164386,22.0,27.0,5280,RENASCENCE,0470,839,ROSA,SI,1,CALZADO,5,DAMA,42,BOTA,133,URBANO,1665.0,BN/BC PISO (1665),402.0
170575,25.0,32.0,4598,RODRI-SAN,159,382,CAFE,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761.0,VESTIR CAS CHOCLO MOCASIN (1761),2433.0
170579,25.0,32.0,4797,CAPRIURAL,437,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),2460.0
169888,22.0,27.0,4049,FUSION URBANA,0302,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),3244.0
153944,22.0,27.0,2804,JESSY SPORT,280,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),6480.0
158103,25.0,32.0,1552,VAN VIEN,EURO,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739.0,TRAB INDU BN AGUJETA SEGUR (1739),3302.0
175883,22.0,27.0,2807,GOSH,4M01,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,47.0,CHOCLO PLATAFORMA (47),2300.0
165838,22.0,27.0,4413,CALZADO PRINCIPESSA,1500,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,1900.0,VESTIR CUÑA (1900),6240.0
165841,22.0,27.0,4413,CALZADO PRINCIPESSA,875,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,412.0,BC CUÑA (412),3119.0
165846,22.0,27.0,1796,JENNY,2093,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1892.0,CERRADO PISO (1892),5301.0
165859,25.0,32.0,4796,SUNTEN,510,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1736.0,SERV CHOCLO FULL PLASTIC (1736),14710.0
176452,22.0,27.0,5280,RENASCENCE,119A,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1673.0,MILITAR TACON BAJO (1673),4018.0
176456,22.0,27.0,4949,TOPWINNER,512A,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),1835.0
168025,25.0,32.0,870,FLEXI,9070,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761.0,VESTIR CAS CHOCLO MOCASIN (1761),3005.0
168043,25.0,32.0,931,QUIRELLI,8602,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1701.0,CASUAL CHOCLO AGUJETA (1701),1472.0
168046,25.0,32.0,931,QUIRELLI,8701,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),1815.0
153674,22.0,27.0,2628,MANET,7509,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,1901.0,VESTIR TACON (1901),4279.0
174286,25.0,32.0,4402,GIOVANI PER SEMPRE,C120,2895,THAN,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),2940.0
168082,22.0,27.0,1391,DAMAS,1125,10532,MELLE/AZUL,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,2000.0,SAND KIT TACON TALON C/PULSERA (2000),3051.0
175884,22.0,27.0,985,TAGUESI,1503,7321,DEMIN,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,47.0,CHOCLO PLATAFORMA (47),3034.0
169200,25.0,32.0,407,GARCIS,1720,8617,CAFE/MARINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),1770.0
170004,25.0,32.0,614,BOOST,425,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),2408.0
173791,25.0,32.0,870,FLEXI,8612,876,TAN,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1703.0,CASUAL CHOCLO MOCASIN (1703),1088.0
173665,22.0,27.0,870,FLEXI,5905,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),4495.0
173666,22.0,27.0,870,FLEXI,5905,1601,WHISKY,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),2467.0
157937,25.0,32.0,4402,GIOVANI PER SEMPRE,314,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),3377.0
167907,22.0,27.0,870,FLEXI,5909,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),3663.0
168618,25.0,32.0,870,FLEXI,907,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),3210.0
147424,22.0,27.0,3540,KIUT 100%,8677,9772,BRANT,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,437.0,BL PISO (437),2220.0
153677,25.0,32.0,4598,RODRI-SAN,3302,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),2832.0
153678,25.0,32.0,4598,RODRI-SAN,3302,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),2829.0
167984,22.0,27.0,273,DEIRA PAULINA,1331,839,ROSA,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1829.0,SAND CONFORT CUÑA DESTALONADO (1829),2639.0
167987,22.0,27.0,273,DEIRA PAULINA,1331,2179,BLANCO,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1829.0,SAND CONFORT CUÑA DESTALONADO (1829),3137.0
165921,25.0,32.0,1550,LIVIANOS,1460,10093,BUDAPESTH,CI,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709.0,CONFORT BN CHUKKA (1709),1851.0
169773,22.0,27.0,3529,DASH,5252,570,MEZCLILLA,SI,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1672.0,MILITAR TACON ALTO (1672),2641.0
169373,18.0,23.0,31,BLASITO,96,1368,CAMEL,HX,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,2462.0
169379,14.5,17.0,1491,VAVITO,I144,861,TABACO,RL,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,4883.0
142678,22.0,27.0,3547,HISPANA,9006,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1890.0,CERRADO LICRA (1890),2546.0
142684,22.0,27.0,3547,HISPANA,502,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),3509.0
165962,22.0,27.0,1508,CALYPSO,4310,19,AZUL,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553.0,MOCASIN DRIVER (553),2471.0
169855,25.0,32.0,3184,MODEROF,5822,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719.0,HEAVY BN CHUKKA (1719),2183.0
169872,25.0,32.0,5141,NAVEGANTE,3409,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),2343.0
147097,22.0,27.0,230,MARCO DELLI,3917,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1672.0,MILITAR TACON ALTO (1672),2493.0
168593,22.0,27.0,230,MARCO DELLI,3926,467,COGÑAC,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1663.0,BN/BC TACON MEDIO DELG FORRADO (1663),2206.0
169213,22.0,27.0,842,SARAH SERGEI,5501,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,677.0,BN/BC PLAT C/TACON ALTO DELG (677),5685.0
169961,25.0,32.0,4832,PACCINO,0501,1368,CAMEL,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),2928.0
170025,22.0,27.0,4774,FJA,5277,2534,MARINO,SI,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,236.0,PANTUFLA (236),4292.0
153137,22.0,27.0,5022,CIXI,D003,366,BEIGE,SI,1,CALZADO,5,DAMA,42,BOTA,128,UGG,28.0,BOTA UGG (28),3608.0
153138,22.0,27.0,5022,CIXI,D003,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,128,UGG,28.0,BOTA UGG (28),5891.0
169240,22.0,27.0,3661,SCANDALO,806,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),5770.0
165974,22.0,27.0,1508,CALYPSO,4328,1368,CAMEL,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192.0,MOCASIN CONFORT (192),4365.0
166005,22.0,27.0,1508,CALYPSO,4350,924,VINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,553.0,MOCASIN DRIVER (553),2695.0
166024,1.0,3.5,2566,IMPULSORA ARRA,0017,382,CAFE,PA,1,CALZADO,3,CABALLERO,199,PANTUFLA,17,CONFORT,1715.0,DESCANSO PANTUFLA SUECO (1715),4209.0
153475,22.0,27.0,2679,ONENA,1110,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1891.0,CERRADO ONENA (1891),2747.0
169398,18.0,24.0,1581,MELFI KIDS,1507,382,CAFE,K7,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,4102.0
169399,18.0,24.0,1581,MELFI KIDS,1508,848,SHEDRON,K7,1,CALZADO,9,NIÑO,42,BOTA,33,HIKER,,,4025.0
169401,25.0,32.0,3188,EVEREST,2820,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1720.0,HEAVY LOOK INDUSTRIAL (1720),3028.0
169403,25.0,32.0,3188,EVEREST,2831,501,GRIS,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1720.0,HEAVY LOOK INDUSTRIAL (1720),2285.0
169415,25.0,32.0,4523,IBRUCE,7709,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1295.0
169581,25.0,32.0,4957,CARSON BOOTS,1780,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1751.0,VAQUERA BOTA GRABADA (1751),1400.0
170342,22.0,27.0,369,VICENZA,4411,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),3713.0
164460,22.0,27.0,4950,YUAN SHENG,725,876,TAN,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1679.0,ESCOTADO TACON BAJO (1679),1909.0
165500,22.0,27.0,2679,ONENA,1730,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,558.0,CONFORT CHOCLO PESCADOR (558),2826.0
169853,25.0,32.0,230,MARCO DELLI,7638,457,CHOCOLATE,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1720.0,HEAVY LOOK INDUSTRIAL (1720),1778.0
146476,25.0,32.0,1714,EESCORD,3505,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1702.0,CASUAL CHOCLO DRIVER (1702),1344.0
146477,25.0,32.0,1714,EESCORD,3730,571,MIEL,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1702.0,CASUAL CHOCLO DRIVER (1702),2312.0
147483,22.0,27.0,4270,PBF,9421,571,MIEL,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1665.0,BN/BC PISO (1665),2162.0
170525,13.0,17.0,5257,ONLEAD,5016,500,FIUSHA,LM,1,CALZADO,8,NIÑA,244,SANDALIA,54,PLAYA/BAÑO,75.0,SAND TACON MEDIO ANCHO SUECO (75),3623.0
170529,22.0,27.0,4774,FJA,4504,839,ROSA,SI,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,242.0,SAND PANTUFLA (242),7355.0
169313,22.0,27.0,636,TENTACION,2650,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),6248.0
169315,22.0,27.0,636,TENTACION,7701,1458,TESTA,SI,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1672.0,MILITAR TACON ALTO (1672),2908.0
169317,22.0,27.0,636,TENTACION,7790,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,432.0,BL ENTRESUELA (432),4247.0
168586,22.0,27.0,2153,GIUSTO,746,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,665.0,BN/BC CUÑA (665),3261.0
147023,15.0,17.5,1363,TROPICANA N,8026,1368,CAMEL,RM,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,3710.0
147025,15.0,17.5,1363,TROPICANA N,8007,4970,NEGRO,RM,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,4185.0
164715,22.0,27.0,4950,YUAN SHENG,2912,467,COGÑAC,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1679.0,ESCOTADO TACON BAJO (1679),2352.0
164716,22.0,27.0,4950,YUAN SHENG,1026,2534,MARINO,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1679.0,ESCOTADO TACON BAJO (1679),4800.0
170051,25.0,32.0,1359,MISSION,H463,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1691.0
153899,22.0,27.0,1508,CALYPSO,1927,3005,ROJO/MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,546.0,KIT MOCASIN (546),3338.0
158377,22.0,27.0,4791,CALZADO PAZSTOR,7205,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),6074.0
158486,22.0,27.0,2836,CREAM SODA,06RP,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1667.0,BN/BC TACON BAJO (1667),1866.0
153930,22.0,27.0,3956,CALZADO DOÑA RAMONSITA,1010,382,CAFE,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1889.0,CERRADO ELASTICO (1889),5998.0
165589,22.0,27.0,3548,BIO SHOES,5142,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,558.0,CONFORT CHOCLO PESCADOR (558),4016.0
154309,22.0,27.0,2807,GOSH,7V33,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,569.0,TENIS URBANO PHYLON (569),3057.0
169541,25.0,32.0,2836,CREAM SODA,32MP,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1718.0,HEAVY BN CHELSEA (1718),1467.0
169544,25.0,32.0,2836,CREAM SODA,14CP,2021,AMARILLO,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719.0,HEAVY BN CHUKKA (1719),1160.0
169481,25.0,32.0,4402,GIOVANI PER SEMPRE,110,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1934.0
169488,25.0,32.0,4402,GIOVANI PER SEMPRE,920,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),2434.0
169492,25.0,32.0,1320,HARD TRIPLES,0701,600,MOKA,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,,,899.0
169531,25.0,32.0,930,BRUNO FALCONI,1502,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719.0,HEAVY BN CHUKKA (1719),1515.0
169146,25.0,32.0,4270,PBF,3801,571,MIEL,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1720.0,HEAVY LOOK INDUSTRIAL (1720),2097.0
169834,25.0,32.0,5439,MARISCAL,5311,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1702.0,CASUAL CHOCLO DRIVER (1702),4508.0
169951,22.0,27.0,4867,INSPIRACION,2001,8191,NEGRO/CAMEL,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,714.0,KIT BOTA TEXANO (714),5937.0
142614,22.0,27.0,4949,TOPWINNER,0512,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),2625.0
142616,22.0,27.0,4949,TOPWINNER,4031,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),3529.0
154775,25.0,32.0,4791,CALZADO PAZSTOR,2104,375,BRANDY,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1713.0,CONFORT CHOCLO MOCASIN (1713),1993.0
166342,22.0,27.0,363,VATULELE,US01,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1683.0,BXL TACON MEDIO DELGADO (1683),2610.0
169633,25.0,32.0,932,CHRISTIAN GALLERY,263,861,TABACO,CI,1,CALZADO,3,CABALLERO,42,BOTA,83,VESTIR,1758.0,VESTIR CAS BN CHELSEA (1758),1851.0
169637,25.0,32.0,932,CHRISTIAN GALLERY,67,861,TABACO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),3156.0
163900,22.0,27.0,3529,DASH,3640,2534,MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,47.0,CHOCLO PLATAFORMA (47),2949.0
170270,25.0,32.0,4820,NEGRO TOTAL,7005,10715,MIEL/AZUL MARINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),4156.0
170271,25.0,32.0,4820,NEGRO TOTAL,7005,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),2856.0
164283,22.0,27.0,4715,ANTINO,5297,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,70.0,SAND TACON MEDIO ANCHO BOTIN (70),2575.0
164301,24.0,29.5,4914,XIA BELLA,8012,5081,NEGRO/GRIS,RV,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1729.0,SAND PLAYA BAÑO CROC (1729),5876.0
168850,25.0,32.0,1714,EESCORD,5485,4576,AZUL MARINO/GRIS,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),1417.0
168852,25.0,32.0,1714,EESCORD,5485,1368,CAMEL,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),2258.0
168854,25.0,32.0,1714,EESCORD,6513,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1702.0,CASUAL CHOCLO DRIVER (1702),1150.0
169262,25.0,32.0,246,MERCENARY,5040,785,OCRE,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739.0,TRAB INDU BN AGUJETA SEGUR (1739),1820.0
165260,22.0,27.0,369,VICENZA,1453,2534,MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192.0,MOCASIN CONFORT (192),2850.0
165261,22.0,27.0,369,VICENZA,4411,924,VINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),2850.0
165262,22.0,27.0,369,VICENZA,5066,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,1901.0,VESTIR TACON (1901),2680.0
169695,25.0,32.0,932,CHRISTIAN GALLERY,1751,4013,INDIGO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),1725.0
169724,22.0,27.0,3038,TROSSOS,404,10704,TAUPE/MARINO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1909.0,KIT BOTA CONFORT (1909),4513.0
169727,22.0,27.0,4951,NEVADA,8404,571,MIEL,SI,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1673.0,MILITAR TACON BAJO (1673),2104.0
158224,25.0,32.0,614,BOOST,401,3315,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,0.0,,3900.0
